-1	-14792	3868	-1432	78	204	-18	1
-1	-14948	4308	-1328	-287	254	48	1
-1	-14968	4132	-1540	-775	324	38	1
-1	-14712	4012	-1464	-1280	396	142	1
-1	-14912	4200	-1504	-1038	259	132	1
-1	-15072	4256	-1588	-1002	127	331	1
-1	-15060	4144	-1388	-1102	-19	621	1
-1	-14808	3744	-1576	-1061	46	668	1
-1	-14772	3856	-1748	-890	140	632	1
-1	-15024	4320	-1852	-878	246	1838	1
-1	-14768	4956	-2028	-1404	545	3019	1
-1	-14236	4928	-2484	-831	915	3473	1
-1	-14024	5168	-2484	-1757	1479	4075	1
-1	-13440	5672	-2476	-1513	1963	4640	1
-1	-12652	5644	-3224	-1962	2685	4364	1
-1	-12548	5212	-3168	-2542	3743	4114	1
-1	-11904	5376	-3848	-268	3827	4079	1
-1	-12392	6264	-3644	-1078	4831	3008	1
-1	-12712	5576	-3792	1126	4002	2805	1
-1	-13624	7148	-4124	3051	2820	1889	1
-1	-15988	8312	-3488	-2222	1521	737	1
-1	-14196	3040	-3740	-903	301	1538	1
-1	-14432	7680	-2556	1020	-224	1728	1
-1	-14528	6176	-2924	-3195	-3189	1454	1
-1	-14196	8792	-2068	-3148	-3383	2843	1
-1	-13776	5808	-4728	-1261	-4227	3856	1
-1	-14196	9340	-3136	-1337	-3010	4288	1
-1	-12664	9888	-3504	-13938	-2464	4054	1
-1	-14352	12348	6244	-14681	-3331	4101	1
-1	-13396	832	2572	-6616	-8075	5632	1
-1	-12120	9024	1064	7706	-9098	4058	1
-1	-13564	9884	240	2368	-11922	5223	1
-1	-8772	13372	2036	-2228	-9003	6097	1
-1	-9684	8500	2464	-14752	-9715	5737	1
-1	-7784	9284	5324	-11307	-12929	5221	1
-1	-5188	8244	5132	-6989	-14043	6060	1
-1	-7248	10108	7348	-2366	-13744	4787	1
-1	-4104	11868	6908	-2057	-7377	850	1
-1	-5080	18644	20116	3268	-3332	-1611	1
-1	-1784	10752	11044	-4680	998	-590	1
-1	-3416	6888	8644	-3451	2950	3315	1
-1	-4260	8420	6800	-5275	3886	5682	1
-1	-4696	6968	6176	-13429	4086	4150	1
-1	-4560	7412	10640	-9090	2472	3339	1
-1	-4372	4720	13272	-12143	2899	865	1
-1	-5280	3368	11168	-3084	-951	-2868	1
-1	-5832	4740	7552	1425	-1633	-3197	1
-1	-5496	5188	8672	3365	-1230	-2433	1
-1	-4352	6564	10860	5365	-1966	-1408	1
-1	-2920	5000	9980	5736	-1357	-293	1
-1	-3124	7640	11232	2816	68	-226	1
-1	-4400	10444	12120	2553	-1596	3183	1
-1	-5000	5676	10852	1010	-1699	3504	1
-1	-3256	6396	9208	2564	-1668	3052	1
-1	-3552	6128	10908	8843	-4172	2620	1
-1	-2572	9648	10376	5910	-4019	3109	1
-1	-1148	9232	9952	2660	-3514	3972	1
-1	-748	9400	10392	1973	-1881	3493	1
-1	48	9816	10680	604	-50	2015	1
-1	-952	9372	10340	-1978	701	-1	1
-1	-1028	8660	9688	-3053	1639	-1806	1
-1	-2428	7164	11612	-4191	1667	-3201	1
-1	-3060	5652	10712	-3081	508	-4368	1
-1	-1484	8564	10304	576	-341	-3850	1
-1	-788	9560	9324	-289	338	-2960	1
-1	-1924	8524	9712	250	1298	-3112	1
-1	-3328	8904	9900	-755	1598	-3539	1
-1	-4496	7424	9560	-1572	1877	-3472	1
-1	-4652	7204	9976	-2118	1224	-3169	1
-1	-5328	7512	10140	-1376	996	-2808	1
-1	-6076	7804	10084	-1608	508	-2473	1
-1	-6552	8084	9716	-1177	-198	-1847	1
-1	-6560	7516	8608	-173	-666	-1011	1
-1	-7096	6572	8364	-3287	97	-572	1
-1	-6844	6256	9552	-1788	106	-140	1
