-1	-12968	5364	-2892	-1871	-357	-571	1
-1	-13584	6060	-2224	-2173	1859	-2252	1
-1	-14584	6552	-1784	-2915	2165	-3321	1
-1	-18168	6372	-1400	-3059	2858	-3956	1
-1	-22456	6828	-2080	645	3028	-5835	1
-1	-20580	6796	-1904	4389	1736	-6943	1
-1	-13196	4116	-1360	3766	1330	-4966	1
-1	-13528	3772	-1256	3955	994	-2435	1
-1	-13556	3340	-1740	4818	-551	-2509	1
-1	-12220	3120	-1052	7070	-827	-1688	1
-1	-11960	4036	-1432	6316	-704	-1008	1
-1	-12040	3568	-1700	5017	-1022	-1180	1
-1	-11804	3780	-1596	4695	-910	-801	1
-1	-12968	4312	-1944	6518	-1453	-8	1
-1	-13368	5252	-940	5030	-178	-118	1
-1	-14916	5572	-892	3252	1037	-618	1
-1	-16900	6272	-556	633	2307	-1252	1
-1	-18052	6040	-488	-231	2857	-677	1
-1	-18412	6592	-180	-885	3317	-808	1
-1	-18412	7468	-696	-5324	3846	-1293	1
-1	-14216	5480	-1240	-9321	2829	2009	1
-1	-15456	4444	-3428	-4634	-1899	4735	1
-1	-14896	5236	-3492	-443	-4827	6031	1
-1	-14228	6012	-3796	47	-4950	7018	1
-1	-12964	5760	-3608	-3230	-3568	6672	1
-1	-18480	3432	-4848	64	-7765	4473	1
-1	-11616	7184	-3172	-4202	-2015	3861	1
-1	-12564	3976	-3644	-4426	-1144	2585	1
-1	-12572	5740	-2072	-1892	-403	1208	1
-1	-12596	5396	-2280	-1922	386	-478	1
-1	-14876	5808	-1620	-2835	1302	-2149	1
-1	-16796	6184	-1300	-1915	1924	-3205	1
-1	-20112	6048	-1328	-801	2735	-4465	1
-1	-22652	5228	-2524	589	1770	-7501	1
-1	-17684	4808	-1604	5218	2456	-8511	1
-1	-10768	4448	-492	4630	28	-5005	1
-1	-14260	3396	-1508	5278	-1291	-1975	1
-1	-13060	2988	-1008	7060	-1985	-920	1
-1	-10928	4024	-232	6931	-1086	-399	1
-1	-10836	3116	-1732	4165	-1125	-133	1
