-1	5004	72	12476	0	0	0	1
-1	4880	88	12268	0	0	0	1
-1	4864	636	12016	0	0	0	1
-1	5020	416	12436	0	0	0	1
-1	4992	444	12304	0	0	0	1
-1	5192	1028	12440	0	0	0	1
-1	4768	504	12764	0	0	0	1
-1	5052	1196	12344	0	0	0	1
-1	4832	792	12744	0	0	0	1
-1	5052	988	12096	0	0	0	1
-1	5060	796	12280	0	0	0	1
-1	5116	1200	13144	0	0	0	1
-1	5444	2000	12296	0	0	0	1
-1	5540	2060	12308	0	0	0	1
-1	5604	2284	12064	0	0	0	1
-1	5652	2076	12136	0	0	0	1
-1	5496	1668	11948	0	0	0	1
-1	5360	2372	11976	0	0	0	1
-1	5464	2652	11520	0	0	0	1
-1	5692	2272	11268	0	0	0	1
-1	5568	2892	11544	0	0	0	1
-1	5864	2956	11428	0	0	0	1
-1	5768	3432	11392	0	0	0	1
-1	5408	4224	11140	0	0	0	1
-1	5276	5096	11608	0	0	0	1
-1	4776	5008	10496	0	0	0	1
-1	4512	7268	10652	0	0	0	1
-1	4216	6400	9864	0	0	0	1
-1	4224	7800	10032	0	0	0	1
-1	3116	8632	8744	0	0	0	1
-1	2592	8340	9256	0	0	0	1
-1	708	10056	9616	0	0	0	1
-1	772	10604	8736	0	0	0	1
-1	-412	10992	9788	0	0	0	1
-1	-372	11232	8416	0	0	0	1
-1	-1432	10440	10488	0	0	0	1
-1	-1092	11280	8444	0	0	0	1
-1	-1664	11468	8556	0	0	0	1
-1	-1892	11060	8652	0	0	0	1
-1	-1712	11504	7568	0	0	0	1
-1	-2440	10840	9036	0	0	0	1
-1	-2388	10452	8488	0	0	0	1
-1	-2456	10732	8840	0	0	0	1
-1	-2768	10984	9204	0	0	0	1
-1	-2700	10816	9100	0	0	0	1
-1	-2692	10808	8792	0	0	0	1
-1	-2528	10556	8288	0	0	0	1
-1	-2892	10664	8912	0	0	0	1
-1	-2544	10372	8236	0	0	0	1
-1	-2700	10628	8368	0	0	0	1
-1	-2464	10672	8072	0	0	0	1
-1	-2692	10304	8520	0	0	0	1
-1	-2468	10532	8232	0	0	0	1
-1	-2708	9752	8764	0	0	0	1
-1	-2748	10252	7872	0	0	0	1
-1	-2864	10320	8504	0	0	0	1
-1	-3020	10140	8496	0	0	0	1
-1	-3080	10036	8840	0	0	0	1
-1	-3148	10024	8856	0	0	0	1
-1	-3200	10084	8380	0	0	0	1
-1	-4068	11272	10520	0	0	0	1
-1	-3072	10632	8372	0	0	0	1
-1	-3512	9348	8688	0	0	0	1
-1	-4000	10856	8932	0	0	0	1
-1	-4476	9588	9404	0	0	0	1
-1	-3568	9504	9908	0	0	0	1
-1	-4888	9104	10044	0	0	0	1
-1	-4188	8044	8900	0	0	0	1
-1	-4020	7904	8804	0	0	0	1
-1	-3944	7252	8820	0	0	0	1
-1	-3484	8840	9620	0	0	0	1
-1	-3328	6712	10400	0	0	0	1
-1	-3492	6844	11072	0	0	0	1
-1	-3976	6088	12104	0	0	0	1
-1	-3520	7832	10752	0	0	0	1
-1	-2776	4652	10280	0	0	0	1
-1	-3480	2276	10384	0	0	0	1
-1	-3120	4296	9316	0	0	0	1
-1	-2544	3736	9492	0	0	0	1
-1	-3116	3244	10844	0	0	0	1
-1	-3368	2928	12064	0	0	0	1
-1	-3288	3812	12288	0	0	0	1
-1	-4292	2820	12220	0	0	0	1
-1	-3908	2276	13044	0	0	0	1
-1	-4464	1828	12920	0	0	0	1
-1	-3836	1732	12800	0	0	0	1
-1	-3608	1852	12336	0	0	0	1
-1	-3936	1164	13032	0	0	0	1
-1	-4376	1124	13524	0	0	0	1
-1	-3276	1312	12160	0	0	0	1
-1	-3168	1024	12376	0	0	0	1
-1	-3460	2272	11944	0	0	0	1
-1	-3136	1964	12240	0	0	0	1
-1	-2812	1780	13004	0	0	0	1
-1	-2656	2128	12448	0	0	0	1
